Date,Price,Open,High,Low
2017-11-02,7024.8,6737.8,7339.9,6737.8
2017-11-03,7152.1,7024.8,7445.6,6938.9
2017-11-04,7363.8,7147.0,7492.2,6957.8
2017-11-05,7389.5,7363.8,7599.4,7284.3
2017-11-06,6959.2,7389.5,7429.7,6934.7
2017-11-07,7102.8,6959.3,7222.4,6957.8
2017-11-08,7444.4,7102.2,7869.1,7027.0
2017-11-09,7129.6,7444.4,7457.1,7040.8
2017-11-10,6565.8,7129.6,7319.0,6406.0
2017-11-11,6339.9,6565.8,6821.5,6197.9
2017-11-12,5878.1,6339.9,6490.5,5493.6
2017-11-13,6522.5,5878.1,6760.1,5828.3
2017-11-14,6597.1,6522.5,6728.6,6419.2
2017-11-15,7283.2,6597.1,7330.1,6596.9
2017-11-16,7853.7,7283.0,7964.6,7119.2
2017-11-17,7700.0,7853.7,8000.2,7534.7
2017-11-18,7780.9,7700.0,7857.5,7458.9
2017-11-19,8042.6,7781.0,8100.9,7675.4
2017-11-20,8244.7,8042.6,8294.1,7947.3
2017-11-21,8100.0,8245.9,8368.4,7819.1
2017-11-22,8234.5,8099.9,8304.4,8091.6
2017-11-23,8013.4,8234.5,8266.5,8012.4
2017-11-24,8200.8,8013.4,8332.9,7900.2
2017-11-25,8754.7,8203.5,8762.0,8153.7
2017-11-26,9318.4,8754.6,9474.6,8746.6
2017-11-27,9733.2,9318.4,9733.6,9316.8
2017-11-28,9906.0,9732.6,9969.6,9638.2
2017-11-29,9837.9,9906.0,11417.8,8938.7
2017-11-30,9946.8,9848.0,10689.1,9023.8
2017-12-01,10861.5,9947.1,10942.8,9420.9
2017-12-02,10912.7,10861.5,11175.2,10715.5
2017-12-03,11246.2,10912.7,11851.1,10578.4
2017-12-04,11623.9,11244.2,11624.6,10917.8
2017-12-05,11667.1,11624.4,11901.9,11486.1
2017-12-06,13749.6,11667.1,13843.2,11661.8
2017-12-07,16850.3,13750.1,16879.3,13401.6
2017-12-08,16047.6,16868.0,17294.8,13906.1
2017-12-09,14843.4,16048.2,16313.2,13151.5
2017-12-10,15059.6,14840.0,15783.2,13031.0
2017-12-11,16732.5,15060.5,17399.2,15024.6
2017-12-12,17083.9,16733.3,17560.7,16254.5
2017-12-13,16286.8,17083.9,17268.0,15669.9
2017-12-14,16467.9,16286.8,16941.1,16023.6
2017-12-15,17604.8,16467.9,17987.0,16442.2
2017-12-16,19345.5,17594.1,19587.7,17318.5
2017-12-17,19065.7,19346.6,19870.6,18750.9
2017-12-18,18972.3,19065.7,19221.1,18114.4
2017-12-19,17523.7,18971.2,19022.0,16812.8
2017-12-20,16462.0,17521.7,17813.6,15642.7
2017-12-21,15632.1,16461.1,17301.8,14953.0
2017-12-22,13665.0,15632.1,15823.7,10875.7
2017-12-23,14396.5,13665.0,15493.2,13356.1
2017-12-24,13790.0,14396.6,14413.7,12166.5
2017-12-25,13833.5,13790.0,14467.4,13010.7
2017-12-26,15756.6,13830.2,16094.7,13748.5
2017-12-27,15416.6,15757.0,16514.6,14534.7
2017-12-28,14398.7,15416.3,15505.5,13466.1
2017-12-29,14392.6,14398.5,15109.8,13951.1
2017-12-30,12531.5,14392.1,14461.5,11962.1
2017-12-31,13850.4,12532.4,14241.8,12359.4
2018-01-01,13444.9,13850.5,13921.5,12877.7
2018-01-02,14754.1,13444.9,15306.1,12934.2
2018-01-03,15156.6,14754.1,15435.0,14579.7
2018-01-04,15180.1,15156.5,15408.7,14244.7
2018-01-05,16954.8,15180.1,17126.9,14832.4
2018-01-06,17172.3,16954.8,17252.8,16286.6
2018-01-07,16228.2,17174.5,17184.8,15791.1
2018-01-08,14976.2,16228.3,16302.9,13902.3
2018-01-09,14778.5,14976.2,15324.6,14613.4
2018-01-10,15043.0,14778.5,15045.4,13613.1
2018-01-11,13535.4,15046.7,15109.1,13048.3
2018-01-12,13886.7,13529.2,14176.4,13410.0
2018-01-13,14292.2,13896.0,14640.7,13888.2
2018-01-14,13695.2,14291.9,14446.1,13094.7
2018-01-15,13697.5,13695.5,14396.6,13475.4
2018-01-16,11362.0,13704.4,13711.0,10050.7
2018-01-17,11192.3,11357.7,11769.6,9271.3
2018-01-18,11245.4,11202.0,12004.7,10660.2
2018-01-19,11580.2,11229.6,11973.2,10901.5
2018-01-20,12858.9,11579.2,13082.2,11567.3
2018-01-21,11594.9,12857.1,12860.2,11164.5
2018-01-22,10864.8,11597.5,11970.9,10136.8
2018-01-23,10903.2,10869.0,11438.0,10056.6
2018-01-24,11452.3,10899.4,11549.5,10584.5
2018-01-25,11203.0,11439.9,11740.9,10983.8
2018-01-26,11118.1,11203.1,11655.3,10389.4
2018-01-27,11467.5,11118.0,11621.7,10908.4
2018-01-28,11795.1,11471.2,12112.7,11433.3
2018-01-29,11244.8,11794.9,11888.1,11119.0
2018-01-30,10166.0,11244.5,11277.2,9917.7
2018-01-31,10265.4,10166.3,10397.7,9742.2
2018-02-01,9181.1,10266.2,10303.0,8789.2
2018-02-02,8893.2,9179.8,9201.4,7915.8
2018-02-03,9241.1,8894.4,9506.9,8249.3
2018-02-04,8222.2,9241.5,9382.1,7932.1
2018-02-05,6938.5,8220.8,8383.2,6651.9
2018-02-06,7701.2,6939.3,7896.2,5996.6
2018-02-07,7594.7,7693.8,8536.5,7196.6
2018-02-08,8164.2,7595.1,8489.9,7595.1
2018-02-09,8699.8,8163.6,8735.6,7784.6
2018-02-10,8559.6,8697.3,9066.6,8172.2
2018-02-11,8081.9,8559.7,8564.2,7843.7
2018-02-12,8903.5,8083.6,8984.9,8083.6
2018-02-13,8539.2,8906.2,8942.7,8378.0
2018-02-14,9476.3,8542.6,9500.0,8541.6
2018-02-15,10037.3,9475.6,10206.8,9348.5
2018-02-16,10178.7,10031.3,10294.3,9707.7
2018-02-17,11073.5,10177.3,11095.9,10070.9
2018-02-18,10398.8,11073.7,11271.6,10137.2
2018-02-19,11169.4,10396.6,11250.5,10324.8
2018-02-20,11238.7,11169.7,11791.5,11119.9
2018-02-21,10473.0,11240.9,11289.7,10252.2
2018-02-22,9841.7,10470.1,10930.2,9743.9
2018-02-23,10170.4,9840.6,10419.1,9597.8
2018-02-24,9704.3,10163.8,10506.1,9394.5
2018-02-25,9585.2,9703.1,9860.3,9330.1
2018-02-26,10285.1,9590.9,10378.4,9410.3
2018-02-27,10594.4,10287.8,10867.2,10120.5
2018-02-28,10333.9,10584.4,11070.7,10303.4
2018-03-01,10904.5,10335.1,11047.8,10248.7
2018-03-02,10827.7,10904.5,11167.0,10677.1
2018-03-03,11402.3,10822.5,11420.7,9585.5
2018-03-04,11416.5,11402.8,11490.3,10878.4
2018-03-05,11330.6,11415.7,11506.9,11281.2
2018-03-06,10675.1,11314.2,11316.4,10412.0
2018-03-07,9902.9,10779.0,10899.0,9422.1
2018-03-08,9300.0,9910.7,10109.0,9037.0
2018-03-09,9217.0,9301.9,9420.5,8351.0
2018-03-10,8762.0,9216.2,9500.0,8691.1
2018-03-11,9529.6,8732.2,9719.6,8516.4
2018-03-12,9137.4,9535.8,9892.2,8804.1
2018-03-13,9154.9,9138.7,9482.0,8875.1
2018-03-14,8210.6,9154.9,9353.4,7958.5
2018-03-15,8264.4,8210.2,8427.0,7691.7
2018-03-16,8289.2,8264.3,8604.8,7929.1
2018-03-17,7874.9,8198.0,8344.8,7760.2
2018-03-18,8201.2,7873.2,8283.6,7323.3
2018-03-19,8616.8,8200.9,8698.3,8127.7
2018-03-20,8912.6,8614.1,9039.6,8326.8
2018-03-21,8905.9,8912.4,9173.4,8775.1
2018-03-22,8726.2,8903.7,9096.2,8499.1
2018-03-23,8916.8,8725.3,8917.0,8305.6
2018-03-24,8547.4,8917.3,9008.8,8523.6
2018-03-25,8473.2,8549.1,8679.0,8392.2
2018-03-26,8143.5,8474.0,8515.7,7865.9
2018-03-27,7801.7,8146.5,8218.3,7760.6
2018-03-28,7954.9,7803.0,8110.4,7754.5
2018-03-29,7129.2,7955.2,7980.7,6954.9
2018-03-30,6853.7,7132.4,7288.1,6603.8
2018-03-31,6938.2,6856.5,7221.5,6804.9
2018-04-01,6825.2,6939.1,7047.7,6460.1
2018-04-02,7068.4,6825.4,7121.3,6787.6
2018-04-03,7424.2,7067.2,7519.3,7032.9
2018-04-04,6808.9,7423.8,7432.9,6726.9
2018-04-05,6782.0,6808.7,6918.2,6592.5
2018-04-06,6624.3,6783.7,6859.7,6523.4
2018-04-07,6905.7,6624.5,7071.9,6616.1
2018-04-08,7030.5,6905.9,7113.4,6903.9
2018-04-09,6781.9,7035.7,7192.5,6633.2
2018-04-10,6854.8,6782.6,6899.5,6671.6
2018-04-11,6962.1,6855.6,6988.6,6818.4
2018-04-12,7926.6,6963.3,8009.6,6779.3
2018-04-13,7887.4,7926.9,8228.0,7756.6
2018-04-14,8004.4,7891.1,8180.2,7839.3
2018-04-15,8363.6,8004.6,8411.5,8004.6
2018-04-16,8070.0,8362.2,8412.9,7908.5
2018-04-17,7908.6,8070.0,8171.7,7852.8
2018-04-18,8178.4,7908.5,8227.6,7895.3
2018-04-19,8290.8,8179.0,8303.7,8126.7
2018-04-20,8867.0,8292.3,8926.2,8224.5
2018-04-21,8923.1,8867.0,9027.7,8614.5
2018-04-22,8806.7,8923.6,9022.3,8766.5
2018-04-23,8952.8,8809.3,9001.0,8785.3
2018-04-24,9645.3,8952.7,9734.8,8937.0
2018-04-25,8873.1,9645.0,9753.1,8768.1
2018-04-26,9287.0,8874.5,9303.6,8669.8
2018-04-27,8940.9,9282.8,9386.3,8920.2
2018-04-28,9352.4,8940.8,9428.9,8895.5
2018-04-29,9415.1,9352.2,9565.1,9182.8
2018-04-30,9245.1,9415.8,9456.7,9135.4
2018-05-01,9074.9,9245.1,9245.1,8851.0
2018-05-02,9243.2,9076.8,9265.7,8991.9
2018-05-03,9749.7,9244.2,9809.4,9171.4
2018-05-04,9708.6,9747.6,9800.9,9549.0
2018-05-05,9853.5,9709.5,9992.8,9691.3
2018-05-06,9656.4,9859.6,9957.7,9446.7
2018-05-07,9431.6,9651.1,9675.6,9204.2
2018-05-08,9196.4,9373.9,9404.4,9079.8
2018-05-09,9319.1,9194.9,9377.9,8988.0
2018-05-10,9025.7,9319.2,9393.3,9013.4
2018-05-11,8408.3,9026.0,9028.7,8359.6
2018-05-12,8459.5,8409.6,8646.1,8184.1
2018-05-13,8693.5,8489.1,8758.4,8330.0
2018-05-14,8674.1,8693.4,8878.3,8305.1
2018-05-15,8477.0,8674.0,8842.1,8436.5
2018-05-16,8344.4,8477.0,8496.4,8120.1
2018-05-17,8063.0,8344.6,8458.7,8022.3
2018-05-18,8245.7,8064.4,8273.6,7939.8
2018-05-19,8245.1,8244.7,8389.1,8153.2
2018-05-20,8529.0,8243.9,8580.4,8184.7
2018-05-21,8403.3,8529.5,8550.6,8375.5
2018-05-22,8006.0,8403.8,8414.5,7979.3
2018-05-23,7512.3,8005.7,8047.4,7467.6
2018-05-24,7592.9,7512.3,7736.6,7293.4
2018-05-25,7477.7,7593.9,7653.4,7355.6
2018-05-26,7361.3,7478.5,7619.3,7331.5
2018-05-27,7366.7,7361.9,7411.8,7267.5
2018-05-28,7119.3,7367.3,7446.9,7090.6
2018-05-29,7467.7,7119.3,7533.0,7069.8
2018-05-30,7400.1,7469.2,7565.2,7306.8
2018-05-31,7502.6,7400.8,7611.9,7355.0
2018-06-01,7530.8,7502.5,7610.4,7375.8
2018-06-02,7646.6,7530.8,7694.5,7467.9
2018-06-03,7729.3,7646.6,7775.0,7611.3
2018-06-04,7504.3,7729.3,7759.9,7468.4
2018-06-05,7631.5,7507.4,7672.6,7391.0
2018-06-06,7661.0,7631.5,7699.1,7504.4
2018-06-07,7697.8,7661.0,7754.7,7657.7
2018-06-08,7622.1,7697.9,7710.5,7556.9
2018-06-09,7515.8,7622.1,7689.0,7493.3
2018-06-10,6775.1,7515.8,7516.3,6668.1
2018-06-11,6885.9,6775.2,6910.8,6657.2
2018-06-12,6558.2,6885.9,6887.2,6476.0
2018-06-13,6312.3,6558.5,6624.6,6129.1
2018-06-14,6647.1,6312.3,6711.5,6283.6
2018-06-15,6410.3,6647.3,6655.8,6395.7
2018-06-16,6505.8,6410.0,6564.2,6358.0
2018-06-17,6460.3,6505.8,6593.0,6452.1
2018-06-18,6719.8,6460.5,6794.5,6410.9
2018-06-19,6752.4,6719.8,6839.5,6681.5
2018-06-20,6765.4,6752.3,6812.7,6575.1
2018-06-21,6728.0,6765.8,6797.5,6695.1
2018-06-22,6055.7,6728.2,6739.7,5955.0
2018-06-23,6167.3,6055.2,6259.0,6032.8
2018-06-24,6154.6,6167.9,6248.3,5785.3
2018-06-25,6256.6,6155.1,6331.2,6101.7
2018-06-26,6082.1,6256.9,6267.7,6060.0
2018-06-27,6154.9,6081.1,6187.3,6025.4
2018-06-28,5883.5,6154.9,6178.4,5854.0
2018-06-29,6213.3,5883.2,6284.9,5818.5
2018-06-30,6398.9,6213.4,6498.5,6204.0
2018-07-01,6366.8,6398.5,6445.1,6284.7
2018-07-02,6619.5,6349.1,6680.0,6275.0
2018-07-03,6513.5,6618.6,6676.6,6513.5
2018-07-04,6598.4,6513.8,6774.5,6442.3
2018-07-05,6546.5,6598.0,6693.6,6466.1
2018-07-06,6617.7,6546.5,6638.2,6458.3
2018-07-07,6765.5,6617.7,6805.9,6531.1
2018-07-08,6714.8,6765.4,6784.0,6694.3
2018-07-09,6667.1,6715.1,6793.8,6637.7
2018-07-10,6307.2,6668.4,6686.8,6291.5
2018-07-11,6389.1,6307.2,6409.7,6296.6
2018-07-12,6250.6,6389.1,6389.4,6088.8
2018-07-13,6230.2,6250.8,6333.8,6144.5
2018-07-14,6254.8,6229.5,6313.5,6192.5
2018-07-15,6362.9,6254.8,6399.6,6238.5
2018-07-16,6729.9,6362.8,6749.2,6344.1
2018-07-17,7322.0,6729.8,7453.2,6666.0
2018-07-18,7383.6,7321.6,7581.2,7249.3
2018-07-19,7477.5,7383.9,7558.4,7288.8
2018-07-20,7339.4,7477.6,7683.6,7292.0
2018-07-21,7408.7,7339.3,7460.8,7223.5
2018-07-22,7412.3,7409.0,7575.3,7343.7
2018-07-23,7723.0,7412.4,7809.6,7379.2
2018-07-24,8407.0,7723.1,8479.8,7701.9
2018-07-25,8173.7,8404.9,8484.6,8062.1
2018-07-26,7937.0,8173.9,8304.3,7861.0
2018-07-27,8187.4,7936.9,8273.8,7808.3
2018-07-28,8234.1,8186.8,8234.1,8077.4
2018-07-29,8215.6,8231.5,8275.4,8113.3
2018-07-30,8177.1,8214.7,8262.0,7874.4
2018-07-31,7729.4,8176.4,8176.5,7649.8
2018-08-01,7606.4,7728.5,7753.2,7449.2
2018-08-02,7535.6,7606.4,7701.4,7470.6
2018-08-03,7419.0,7535.6,7535.6,7293.5
2018-08-04,7014.3,7418.9,7484.2,6949.7
2018-08-05,7027.1,7014.0,7087.6,6887.9
2018-08-06,6943.6,7027.8,7143.6,6852.5
2018-08-07,6724.9,6943.6,7149.7,6689.9
2018-08-08,6283.6,6725.2,6725.2,6138.8
2018-08-09,6538.8,6283.7,6620.2,6197.0
2018-08-10,6152.3,6539.5,6570.2,6043.4
2018-08-11,6231.6,6152.8,6469.6,6009.8
2018-08-12,6313.0,6232.1,6453.0,6169.8
2018-08-13,6255.3,6313.0,6524.1,6159.6
2018-08-14,6190.2,6255.3,6255.3,5898.3
2018-08-15,6256.9,6190.2,6592.8,6177.9
2018-08-16,6306.7,6256.9,6470.9,6249.8
2018-08-17,6581.7,6306.7,6581.7,6291.8
2018-08-18,6379.1,6581.8,6626.4,6295.5
2018-08-19,6481.5,6379.1,6534.8,6316.0
2018-08-20,6268.1,6474.2,6516.4,6255.9
2018-08-21,6482.2,6268.1,6484.1,6257.4
2018-08-22,6359.6,6482.2,6840.8,6304.8
2018-08-23,6521.2,6359.9,6550.2,6359.2
2018-08-24,6680.4,6521.2,6721.2,6472.8
2018-08-25,6734.8,6680.6,6783.4,6655.3
2018-08-26,6712.7,6734.9,6892.7,6573.1
2018-08-27,6897.6,6712.7,6902.9,6650.4
2018-08-28,7074.6,6897.6,7129.7,6861.2
2018-08-29,7029.1,7074.6,7121.4,6926.7
2018-08-30,6993.7,7029.2,7050.2,6798.0
2018-08-31,7033.8,6993.7,7080.2,6698.0
2018-09-01,7189.6,7032.4,7264.3,7020.4
2018-09-02,7293.9,7189.6,7334.8,7117.3
2018-09-03,7264.2,7289.8,7330.7,7182.8
2018-09-04,7377.5,7264.2,7409.9,7234.5
2018-09-05,6706.8,7377.5,7407.5,6691.8
2018-09-06,6514.0,6706.8,6732.9,6337.8
2018-09-07,6390.9,6514.1,6540.6,6316.2
2018-09-08,6184.3,6390.9,6484.3,6132.3
2018-09-09,6238.5,6184.3,6432.6,6148.8
2018-09-10,6321.0,6238.5,6358.5,6237.3
2018-09-11,6293.9,6320.7,6391.8,6189.6
2018-09-12,6338.0,6293.9,6353.5,6204.5
2018-09-13,6482.9,6338.0,6867.3,6337.8
2018-09-14,6483.7,6482.9,6579.4,6412.1
2018-09-15,6519.0,6482.6,6562.9,6470.3
2018-09-16,6500.2,6519.0,6520.8,6406.2
2018-09-17,6251.9,6500.2,6533.5,6215.9
2018-09-18,6342.0,6251.9,6388.8,6228.8
2018-09-19,6390.4,6342.0,6478.7,6144.5
2018-09-20,6489.2,6390.4,6537.5,6346.4
2018-09-21,6766.7,6490.9,6780.5,6489.8
2018-09-22,6729.6,6766.7,6833.3,6635.5
2018-09-23,6704.1,6729.6,6789.4,6666.4
2018-09-24,6584.1,6713.3,6728.1,6559.1
2018-09-25,6445.1,6590.6,6590.6,5977.0
2018-09-26,6468.1,6443.0,6551.9,6384.1
2018-09-27,6689.2,6463.7,6738.3,6428.8
2018-09-28,6636.0,6685.7,6809.2,6538.6
2018-09-29,6603.9,6633.9,6648.4,6464.4
2018-09-30,6635.2,6603.9,6673.9,6533.5
2018-10-01,6608.2,6635.2,6674.7,6072.7
2018-10-02,6549.9,6608.2,6645.7,6034.9
2018-10-03,6507.8,6549.9,6563.5,6429.6
2018-10-04,6584.2,6509.2,6653.0,6487.8
2018-10-05,6639.1,6584.2,6682.3,6537.6
2018-10-06,6596.3,6639.1,6661.5,6550.4
2018-10-07,6611.0,6596.3,6633.9,6523.8
2018-10-08,6669.6,6611.0,6699.5,6589.9
2018-10-09,6650.8,6669.6,6678.9,6613.3
2018-10-10,6618.0,6650.6,6653.5,6526.0
2018-10-11,6239.1,6618.0,6622.5,6206.2
2018-10-12,6291.3,6239.2,6344.8,6206.8
2018-10-13,6321.7,6291.3,6329.3,6282.8
2018-10-14,6326.8,6321.6,6390.9,6300.0
2018-10-15,6699.8,6326.8,7358.4,6300.2
2018-10-16,6705.3,6712.4,6836.7,6645.4
2018-10-17,6686.6,6718.9,6745.9,6637.8
2018-10-18,6574.1,6690.1,6736.3,6530.6
2018-10-19,6512.0,6576.4,6603.2,6506.9
2018-10-20,6572.2,6511.7,6593.7,6495.9
2018-10-21,6583.0,6575.9,6643.1,6568.0
2018-10-22,6555.8,6583.0,6612.7,6529.5
2018-10-23,6528.7,6558.6,6573.6,6500.5
2018-10-24,6530.7,6531.2,6593.8,6522.6
2018-10-25,6507.0,6532.5,6544.8,6491.5
2018-10-26,6510.0,6507.0,6570.5,6498.5
2018-10-27,6494.2,6510.0,6534.0,6473.7
2018-10-28,6486.1,6494.6,6502.2,6461.2
2018-10-29,6335.0,6486.1,6498.4,6310.5
2018-10-30,6325.7,6336.7,6469.9,6316.5
2018-10-31,6365.9,6327.9,6405.7,6257.8
2018-11-01,6400.5,6365.9,6421.8,6354.2
2018-11-02,6424.7,6400.5,6444.3,6390.9
2018-11-03,6386.2,6424.5,6429.5,6346.2
2018-11-04,6478.2,6386.2,6508.9,6359.7
2018-11-05,6459.7,6478.2,6489.2,6431.7
2018-11-06,6502.8,6460.4,6509.6,6441.6
2018-11-07,6565.3,6503.1,6594.3,6502.0
2018-11-08,6474.0,6565.3,6577.3,6466.3
2018-11-09,6412.0,6473.8,6496.1,6390.0
2018-11-10,6427.1,6411.9,6461.7,6411.7
2018-11-11,6446.1,6427.1,6451.7,6359.0
2018-11-12,6435.0,6445.0,6475.9,6409.4
2018-11-13,6429.2,6435.0,6466.8,6386.7
2018-11-14,5842.4,6428.9,6453.3,5619.2
2018-11-15,5718.9,5854.0,5878.5,5384.1
2018-11-16,5636.2,5723.5,5747.7,5539.7
2018-11-17,5621.8,5636.2,5645.5,5561.4
2018-11-18,5658.3,5621.0,5727.9,5615.5
2018-11-19,4883.8,5660.4,5662.5,4831.1
2018-11-20,4524.6,4883.6,5013.4,4272.3
2018-11-21,4638.7,4523.0,4743.7,4393.0
2018-11-22,4356.0,4646.4,4695.7,4346.7
2018-11-23,4398.0,4360.9,4455.6,4223.7
2018-11-24,3920.4,4397.3,4494.6,3821.5
2018-11-25,4062.2,3920.3,4198.4,3634.2
2018-11-26,3837.0,4061.0,4179.0,3679.8
2018-11-27,3866.5,3840.3,3920.6,3687.8
2018-11-28,4265.4,3866.4,4391.8,3866.4
2018-11-29,4296.5,4265.5,4440.1,4140.6
2018-11-30,4039.7,4296.8,4340.6,3954.5
2018-12-01,4196.2,4038.7,4299.1,3967.1
2018-12-02,4160.4,4196.2,4316.1,4105.3
2018-12-03,3897.8,4160.3,4177.0,3839.9
2018-12-04,3958.5,3899.9,4082.9,3809.3
2018-12-05,3771.6,3958.1,3974.1,3765.2
2018-12-06,3508.6,3771.4,3887.2,3505.7
2018-12-07,3422.2,3508.9,3626.6,3251.8
2018-12-08,3430.4,3422.3,3507.7,3302.9
2018-12-09,3567.5,3430.3,3677.6,3424.2
2018-12-10,3460.5,3566.9,3622.4,3412.7
2018-12-11,3407.7,3460.4,3485.9,3349.9
2018-12-12,3466.1,3390.2,3510.2,3379.4
2018-12-13,3315.3,3466.2,3474.4,3284.8
2018-12-14,3247.8,3315.4,3336.6,3199.1
2018-12-15,3228.7,3247.8,3282.3,3177.0
2018-12-16,3247.9,3228.6,3305.0,3225.9
2018-12-17,3526.1,3248.3,3597.4,3243.1
2018-12-18,3668.0,3526.0,3683.1,3456.9
2018-12-19,3687.1,3668.1,3924.7,3647.5
2018-12-20,4076.0,3687.2,4140.3,3665.8
2018-12-21,3850.9,4075.2,4153.1,3786.9
2018-12-22,3964.4,3850.9,3977.2,3803.7
2018-12-23,3944.4,3964.3,4037.1,3904.6
2018-12-24,4026.1,3944.5,4208.2,3941.9
2018-12-25,3762.5,4025.6,4030.7,3676.5
2018-12-26,3793.7,3762.8,3841.9,3680.3
2018-12-27,3586.9,3793.4,3822.6,3560.8
2018-12-28,3861.6,3587.1,3900.3,3565.5
2018-12-29,3706.8,3861.6,3899.6,3696.0
2018-12-30,3815.0,3708.2,3837.7,3682.5
2018-12-31,3709.4,3815.1,3819.6,3658.8
2019-01-01,3809.4,3709.5,3814.3,3664.4
2019-01-02,3873.8,3809.7,3894.8,3768.1
2019-01-03,3780.1,3874.1,3875.8,3753.0
2019-01-04,3802.7,3780.5,3823.9,3720.0
2019-01-05,3785.4,3802.8,3846.7,3769.0
2019-01-06,4004.1,3785.7,4034.1,3758.5
2019-01-07,3985.9,4004.3,4028.0,3945.5
2019-01-08,3971.0,3985.8,4070.5,3943.1
2019-01-09,3978.0,3971.0,4014.2,3957.5
2019-01-10,3603.7,3978.9,4007.7,3562.1
2019-01-11,3616.5,3603.3,3655.7,3563.1
2019-01-12,3597.2,3616.6,3633.9,3561.3
2019-01-13,3490.2,3597.3,3617.6,3473.2
2019-01-14,3638.1,3490.4,3672.0,3490.4
2019-01-15,3571.3,3637.5,3660.8,3545.7
2019-01-16,3588.0,3570.6,3644.1,3561.4
2019-01-17,3626.4,3588.1,3636.7,3554.8
2019-01-18,3605.6,3626.3,3627.9,3575.7
2019-01-19,3677.8,3605.8,3715.2,3604.1
2019-01-20,3542.3,3676.2,3699.1,3503.9
2019-01-21,3536.7,3542.7,3561.4,3505.4
2019-01-22,3580.1,3536.9,3607.9,3465.2
2019-01-23,3561.5,3580.1,3608.3,3532.8
2019-01-24,3574.3,3561.4,3587.0,3539.7
2019-01-25,3572.0,3574.3,3582.6,3542.2
2019-01-26,3570.9,3572.0,3652.5,3556.1
2019-01-27,3555.6,3570.9,3583.2,3509.2
2019-01-28,3442.8,3555.8,3561.2,3395.7
2019-01-29,3414.8,3442.8,3450.1,3368.2
2019-01-30,3460.0,3414.6,3479.0,3394.2
2019-01-31,3437.2,3460.0,3484.7,3427.0
2019-02-01,3467.9,3437.7,3485.7,3415.3
2019-02-02,3502.5,3467.9,3514.5,3447.8
2019-02-03,3459.1,3502.3,3507.8,3431.3
2019-02-04,3462.8,3459.0,3479.7,3437.1
2019-02-05,3468.4,3463.0,3485.9,3450.3
2019-02-06,3404.3,3468.5,3478.0,3383.9
2019-02-07,3397.7,3404.9,3421.8,3390.3
2019-02-08,3661.7,3397.3,3721.1,3382.5
2019-02-09,3661.4,3661.6,3675.3,3633.2
2019-02-10,3679.0,3661.0,3680.6,3617.1
2019-02-11,3631.8,3678.8,3681.1,3623.8
2019-02-12,3632.0,3631.8,3656.4,3594.4
2019-02-13,3611.5,3632.0,3663.5,3599.2
2019-02-14,3592.6,3611.5,3624.5,3580.2
2019-02-15,3604.7,3592.6,3648.3,3581.4
2019-02-16,3616.8,3604.7,3641.9,3599.7
2019-02-17,3664.2,3616.8,3689.9,3607.9
2019-02-18,3896.0,3664.2,3903.7,3655.1
2019-02-19,3914.3,3896.4,3993.8,3863.7
2019-02-20,3972.4,3914.3,3983.6,3881.2
2019-02-21,3936.6,3972.0,4011.5,3909.2
2019-02-22,3965.2,3937.4,3983.1,3931.7
2019-02-23,4120.4,3965.2,4152.6,3939.4
2019-02-24,3755.2,4120.5,4194.2,3738.7
2019-02-25,3833.7,3755.7,3870.7,3753.8
2019-02-26,3810.3,3833.5,3845.5,3775.0
2019-02-27,3814.6,3810.3,3836.4,3701.9
2019-02-28,3816.6,3814.6,3883.7,3783.3
2019-03-01,3821.9,3816.7,3855.8,3816.4
2019-03-02,3823.1,3821.9,3843.2,3783.6
2019-03-03,3809.5,3823.2,3836.6,3789.7
2019-03-04,3715.9,3809.7,3828.4,3681.8
2019-03-05,3857.2,3715.9,3873.2,3705.7
2019-03-06,3863.0,3857.2,3887.3,3816.7
2019-03-07,3875.1,3863.1,3907.4,3847.9
2019-03-08,3865.9,3875.1,3929.0,3810.7
2019-03-09,3944.3,3865.6,3964.0,3859.7
2019-03-10,3915.2,3944.4,3944.5,3889.2
2019-03-11,3870.3,3915.2,3935.5,3842.4
2019-03-12,3886.0,3870.3,3900.1,3817.1
2019-03-13,3865.1,3885.9,3894.7,3847.4
2019-03-14,3879.0,3865.1,3914.7,3828.4
2019-03-15,3924.3,3879.0,3935.7,3874.8
2019-03-16,4006.4,3924.4,4050.6,3923.7
2019-03-17,3981.5,4006.4,4009.8,3956.3
2019-03-18,3990.2,3981.5,4032.3,3958.5
2019-03-19,4017.0,3990.2,4029.9,3972.4
2019-03-20,4041.2,4017.0,4050.0,3985.3
2019-03-21,3982.2,4041.2,4064.0,3923.8
2019-03-22,3990.4,3982.2,4005.7,3971.8
2019-03-23,4002.5,3990.4,4018.2,3980.8
2019-03-24,3994.7,4002.6,4005.7,3967.0
2019-03-25,3937.0,3994.8,4000.5,3897.9
2019-03-26,3942.8,3937.1,3950.7,3899.9
2019-03-27,4041.7,3942.8,4043.3,3936.2
2019-03-28,4025.6,4041.7,4041.7,4008.4
2019-03-29,4102.2,4025.7,4123.1,4022.6
2019-03-30,4111.8,4103.7,4138.1,4057.1
2019-03-31,4102.3,4111.8,4121.9,4082.2
2019-04-01,4145.1,4102.3,4159.1,4076.8
2019-04-02,4859.3,4145.1,4899.6,4143.5
2019-04-03,4968.7,4859.3,5278.4,4814.0
